marital,education,housing,loan,age,balance,duration
1,0,1,0,41,241,170
1,0,1,0,56,0,1222
0,1,0,1,40,-27,221
1,1,0,0,53,284,781
1,1,0,0,48,0,682
0,2,1,0,26,-164,69
1,2,0,1,59,101,29
2,2,0,0,58,1321,157
1,1,1,0,41,1100,397
0,2,0,0,33,109,122
2,2,0,1,45,54,34
1,2,0,0,40,4381,126
1,1,0,0,56,-8,159
0,2,0,0,35,996,17
0,1,1,0,36,103,122
0,1,0,0,26,132,194
1,1,0,0,44,267,520
1,0,0,0,34,1301,56
1,1,1,0,36,1184,1063
0,1,1,0,42,823,137
1,1,1,0,25,16,129
0,1,0,0,53,1958,82
2,1,1,1,41,5766,243
0,2,0,0,28,0,198
1,2,0,0,39,88,349
0,1,1,0,29,208,249
2,1,0,0,35,534,669
1,1,1,0,59,1455,222
0,0,1,1,30,6,102
0,2,0,0,32,3818,100
0,1,1,1,27,905,245
1,1,1,0,26,33,51
0,2,1,0,29,2203,1131
1,1,1,1,49,0,50
1,1,0,0,49,905,1543
1,1,1,0,43,1625,390
0,1,1,0,39,-244,152
2,1,0,0,56,3450,507
1,1,1,1,43,2706,44
1,0,0,0,60,864,67
1,1,1,0,34,1406,63
0,2,0,0,32,881,79
1,1,0,0,42,494,154
0,2,1,0,36,20,766
1,1,0,0,53,94,493
2,2,0,0,55,816,113
1,2,0,0,43,0,124
2,0,0,0,81,0,172
0,2,0,0,33,850,324
1,1,0,0,35,482,138
1,1,1,1,46,398,128
0,1,0,0,60,1625,119
0,2,1,0,35,2928,54
1,1,1,0,36,733,335
1,2,1,0,37,-113,219
0,1,1,0,32,518,34
1,0,1,0,25,168,801
0,2,0,0,30,18,121
0,1,0,0,50,294,73
1,1,1,0,30,187,56
0,1,1,1,29,1331,246
2,0,0,0,60,1190,166
1,1,1,0,34,396,101
1,2,1,1,53,1046,50
1,2,0,0,44,0,320
1,2,0,0,37,41,388
1,1,1,0,28,568,11
1,1,1,0,50,6998,1196
1,1,1,0,31,5,216
1,2,0,0,36,1582,26
1,2,0,0,57,337,59
2,1,1,0,41,654,139
1,2,0,0,33,901,76
1,2,0,0,36,96,729
1,0,0,0,54,392,254
0,1,0,0,19,302,205
1,2,1,0,31,917,100
0,0,1,0,31,216,565
0,0,0,0,34,85,136
1,0,0,0,59,4007,157
1,2,0,0,36,202,237
1,1,1,0,30,581,197
1,0,1,0,25,669,367
0,1,0,0,30,0,101
0,2,1,0,44,780,511
1,2,0,1,41,0,211
2,1,1,0,34,787,665
0,1,1,0,40,1101,214
0,2,1,0,42,-56,126
2,1,1,0,32,-262,85
1,2,0,0,51,0,539
1,1,1,0,35,2789,256
1,1,0,0,60,272,421
1,1,0,0,33,1786,209
0,2,1,0,31,1120,217
1,2,1,0,31,859,138
0,2,1,0,33,1423,633
1,1,1,0,32,413,712
1,1,1,0,26,20,200
1,1,1,0,50,481,168
0,1,1,0,28,246,162
0,1,1,1,32,1143,412
1,1,0,0,46,3317,231
2,1,1,1,39,223,115
1,1,1,0,39,247,244
2,2,0,0,50,299,666
1,1,1,0,47,846,437
1,1,0,0,41,0,850
1,1,1,0,51,140,45
0,0,1,0,36,736,323
0,2,0,0,30,0,88
2,1,0,0,44,0,1594
2,1,1,0,39,282,243
1,1,0,0,49,203,167
1,1,1,0,32,10142,249
0,0,0,0,53,1238,23
1,1,1,0,50,1019,76
1,1,1,1,43,384,277
1,2,0,0,36,4359,74
2,2,0,0,51,1028,178
1,2,0,0,39,3201,197
0,1,1,0,36,35,435
2,1,1,0,34,1826,212
1,0,1,0,44,228,273
1,2,0,0,47,2408,376
2,0,0,0,81,949,188
1,1,1,1,40,1009,1036
1,1,1,1,43,68,159
1,0,1,1,49,512,126
0,1,0,0,32,2093,224
1,1,0,0,52,900,117
1,1,1,0,39,636,15
1,1,1,0,31,671,704
0,2,1,0,31,665,156
0,2,0,0,29,795,258
1,1,1,0,45,0,155
1,2,1,1,30,101,187
0,1,1,0,26,-211,164
1,1,0,0,51,135,105
0,1,0,0,33,0,1106
0,1,0,0,57,254,676
1,2,1,0,29,68,69
0,1,1,1,24,-126,382
2,2,0,1,37,26,22
1,1,1,0,38,2767,711
0,2,1,0,39,11971,75
2,2,0,0,49,3293,260
1,2,1,0,56,480,173
0,2,0,0,26,3511,439
0,1,0,0,28,6100,333
0,1,1,0,22,4038,1380
1,0,0,0,56,551,27
0,2,1,0,30,7845,59
1,2,1,0,61,0,114
1,1,0,0,30,4,172
2,1,0,0,46,2441,217
0,2,1,0,27,1,171
1,1,1,0,52,-384,114
0,2,1,1,40,-318,133
1,0,1,0,50,431,12
1,1,1,0,61,76,195
1,1,1,0,31,375,218
2,1,0,0,50,0,159
1,0,0,1,55,43,464
0,2,0,0,55,0,156
1,1,0,0,26,1595,155
1,0,1,0,57,1502,269
1,1,1,0,42,349,226
1,1,1,0,41,0,789
2,1,0,0,39,7783,108
1,1,1,1,37,453,98
2,1,1,0,29,31,194
0,2,1,0,36,4788,241
1,2,0,0,47,871,602
0,1,1,0,35,3490,643
0,2,1,0,30,6164,152
0,1,1,0,33,-27,165
1,2,0,1,57,27069,174
0,1,1,1,33,77,354
2,1,1,0,45,809,155
1,2,1,0,56,-124,374
0,2,0,0,58,388,96
1,1,1,0,35,884,6
1,1,0,0,30,590,443
1,2,1,0,32,233,193
1,2,1,0,34,121,57
1,0,0,0,74,0,332
0,1,1,0,32,930,122
1,0,0,0,70,4982,794
2,1,1,0,38,930,46
2,1,0,1,48,1033,11
1,1,0,1,36,2103,71
1,2,0,1,28,203,188
1,2,0,1,32,9214,71
0,1,1,0,28,-871,36
1,1,1,0,39,283,126
1,1,1,0,41,77,56
0,0,0,1,55,700,141
1,0,1,0,44,4031,983
1,0,1,0,43,197,48
1,1,0,0,60,1541,90
1,0,1,0,37,0,129
2,0,1,0,41,1563,112
1,1,0,0,50,0,35
0,1,0,0,28,689,36
2,1,1,0,42,0,471
2,1,0,1,59,5,67
2,1,1,0,45,984,298
1,1,1,0,32,0,298
1,1,1,0,44,647,276
0,1,0,0,26,2613,326
2,2,0,0,58,577,1244
1,1,1,1,49,413,175
1,1,1,0,34,0,301
2,1,1,0,40,669,367
1,2,0,0,53,395,136
1,0,0,0,52,9444,271
1,1,0,0,33,47,168
1,1,1,0,29,249,346
1,2,1,0,33,377,213
2,1,1,0,50,256,316
1,1,0,1,29,380,154
0,1,0,0,27,0,145
0,2,1,0,27,541,145
1,1,0,0,56,463,131
0,1,1,1,59,671,219
1,0,0,0,51,-17,134
1,0,1,0,58,23,91
0,1,1,0,52,21,147
2,1,0,0,45,246,119
1,0,0,1,45,1670,171
1,2,1,0,38,432,10
0,2,0,0,32,1010,67
1,1,1,1,39,304,323
0,2,1,0,38,427,253
1,0,1,0,40,12,54
1,0,1,0,40,1397,58
0,0,0,0,37,1088,131
0,1,1,0,46,2401,218
0,1,0,0,25,5695,124
1,1,1,1,29,214,372
1,0,0,0,66,388,152
2,1,1,0,54,104,391
1,2,1,0,41,371,81
0,1,0,0,29,0,296
1,1,0,0,46,9299,201
0,0,1,0,29,213,2653
0,1,1,0,24,-1329,50
1,1,0,0,49,4772,157
0,1,1,0,36,135,263
1,1,0,0,37,160,107
0,1,0,0,41,231,76
0,1,0,0,25,-220,152
1,0,1,0,52,2439,212
1,1,0,1,59,149,313
2,2,1,0,54,1295,179
1,2,1,0,37,0,77
1,0,0,0,43,2952,417
1,2,0,1,31,-513,124
2,1,1,0,60,92,130
1,1,0,0,56,1350,211
2,1,1,0,48,720,277
2,2,0,0,37,1775,514
1,2,0,0,28,3516,232
1,2,1,1,34,748,161
1,2,0,0,32,2349,134
1,1,1,0,36,4542,76
1,1,1,0,35,-315,330
1,1,0,0,33,2727,205
2,2,1,1,43,1,28
0,2,0,0,28,1096,81
1,0,1,1,39,-310,26
2,1,1,0,52,246,181
0,0,1,0,50,496,108
1,1,1,0,32,491,223
1,1,1,0,41,1794,135
1,0,1,0,39,4608,36
2,2,0,0,50,64,81
1,1,0,0,37,7957,706
1,2,0,0,34,468,104
0,1,0,0,27,535,183
1,2,0,0,46,1920,604
0,2,0,0,22,377,155
1,2,0,0,27,802,569
0,1,0,0,39,609,372
1,1,0,0,47,11305,118
0,2,1,0,32,0,244
0,2,1,0,31,1710,385
1,1,1,0,36,1825,24
1,1,0,1,45,28,215
1,2,0,0,29,238,97
1,0,0,0,56,19,111
0,1,0,0,30,1309,622
0,1,1,0,25,1116,170
1,0,1,0,36,413,84
2,1,1,0,33,4369,433
1,1,0,1,56,0,390
1,0,1,1,43,778,284
1,0,1,0,36,946,255
0,2,1,0,27,118,132
1,1,1,0,38,201,43
1,1,1,0,39,425,562
1,2,0,0,58,1602,1032
1,1,1,0,37,1970,253
2,0,0,1,40,-78,330
1,2,0,0,36,508,233
1,0,1,1,47,25,142
0,0,1,0,42,22,116
1,0,0,0,50,82,101
1,1,0,0,41,1293,350
1,0,1,0,35,147,358
0,2,0,1,27,0,46
1,1,1,0,53,51,109
1,1,0,0,53,4807,255
1,1,0,0,55,477,138
2,1,1,0,49,816,12
0,2,0,1,28,321,255
1,1,0,0,70,616,89
0,2,0,0,56,-528,290
0,2,1,0,31,985,997
1,1,0,0,34,96,109
1,0,0,0,54,4503,168
1,0,0,0,73,154,103
0,2,0,0,34,621,205
1,1,1,1,51,-178,48
2,1,0,0,41,8,92
1,1,1,0,57,68,65
1,1,1,1,54,1279,102
0,2,0,0,36,0,33
1,1,1,0,41,1011,113
0,2,1,0,45,1403,111
1,1,0,1,29,123,158
1,2,1,0,50,-143,305
1,0,1,0,44,4581,520
1,1,1,0,41,-100,20
0,1,1,0,33,1254,584
1,1,0,0,32,182,277
0,1,1,0,27,261,236
1,0,1,1,45,2406,108
0,2,0,0,27,6421,147
1,1,1,0,35,33,181
0,1,0,1,41,98,180
0,1,1,0,24,753,259
0,2,1,0,33,196,183
2,1,0,0,31,1210,350
1,2,1,1,36,849,958
1,0,1,0,28,-55,361
1,1,1,0,35,3187,71
2,2,1,0,56,0,1259
0,1,0,0,30,315,1407
0,2,0,0,31,162,13
2,2,1,1,36,1343,73
1,2,0,0,44,5004,175
2,1,1,0,35,394,154
1,0,0,0,59,31,41
1,1,1,0,47,5012,262
1,2,0,0,40,24450,73
1,2,0,0,55,0,206
1,2,1,0,30,160,83
1,1,0,0,54,812,113
1,2,0,0,47,288,101
1,1,0,0,34,2959,413
2,2,0,0,37,-65,226
1,1,1,0,34,0,55
1,1,0,0,42,0,240
1,2,1,1,36,16,95
1,1,0,0,46,2098,110
1,2,1,0,38,585,34
2,1,1,0,55,322,342
0,2,0,0,32,2343,226
1,2,0,0,36,255,242
1,1,1,0,60,0,280
1,2,0,0,40,1855,78
1,1,1,0,48,0,112
1,0,1,1,32,-145,273
0,0,1,0,51,2499,98
1,0,0,0,57,571,181
0,1,1,0,43,733,282
2,1,0,0,43,-278,103
1,1,0,0,48,1218,198
0,1,1,0,26,311,798
1,2,1,1,44,3463,290
0,1,1,0,27,292,45
2,2,1,1,50,738,68
1,2,1,0,41,10,196
1,1,0,0,45,5749,180
1,1,0,0,40,457,9
0,1,0,0,33,49,151
2,1,1,0,53,28,142
1,1,1,0,30,418,112
0,2,1,0,34,2658,690
1,1,1,1,29,313,144
0,1,0,0,26,771,113
1,1,1,1,42,0,58
1,0,0,0,80,1861,563
1,2,0,0,30,0,111
0,2,1,0,30,3110,133
1,0,1,0,52,1141,22
1,1,0,0,51,52,114
1,1,0,0,66,780,388
1,1,0,0,36,4721,288
1,0,0,0,58,15,57
1,2,1,1,42,255,238
0,2,0,0,34,382,193
0,1,1,0,49,3061,155
0,2,0,0,40,539,121
2,1,0,0,39,507,173
0,1,1,1,27,513,351
1,1,0,0,45,1686,355
2,1,1,0,33,855,124
1,2,0,0,35,511,91
0,0,0,0,42,5717,70
1,2,0,0,74,1843,192
2,1,1,0,39,-185,189
1,1,0,0,36,0,332
1,1,1,1,30,214,219
1,0,1,1,36,-255,187
1,1,0,0,45,629,165
1,0,0,0,53,252,727
1,1,1,0,39,3494,344
1,2,0,1,34,69,296
1,1,0,0,52,1956,384
2,1,1,0,40,-163,290
1,1,1,1,39,171,153
1,2,1,0,37,3913,124
1,2,0,0,40,51,164
0,1,1,0,35,-257,312
0,2,1,1,32,-217,129
2,1,1,1,43,47,163
1,0,0,0,39,1005,158
1,2,0,0,63,1795,219
2,2,1,0,31,106,67
1,1,1,0,42,230,175
2,0,0,0,57,3111,92
1,0,0,0,59,1227,89
1,1,0,0,60,1690,1467
1,1,1,0,43,625,175
1,2,1,1,31,3,331
1,2,0,0,56,4889,705
0,1,1,0,32,413,270
1,1,1,0,42,96,238
1,0,0,0,80,6483,123
0,1,0,0,30,46,93
2,0,0,0,70,383,50
0,1,0,0,59,26172,54
1,1,1,0,41,49,342
1,2,0,0,35,2427,175
1,1,1,0,38,279,110
1,1,1,0,37,749,121
0,1,1,0,49,9131,532
1,0,1,0,60,5788,203
1,0,1,0,57,93,137
2,1,0,0,44,456,110
1,1,1,0,37,195,68
1,2,0,0,43,177,9
1,2,1,0,45,533,332
1,1,1,0,35,2,194
1,0,1,0,44,195,541
0,1,1,0,32,-1,37
1,1,1,0,35,674,274
2,0,1,0,30,1,63
1,1,1,0,31,0,224
1,1,1,0,33,0,190
0,1,1,1,22,1157,336
1,2,1,0,59,6573,4918
0,1,0,0,30,135,112
0,1,1,0,32,435,373
0,1,0,0,30,270,123
1,1,0,0,60,874,861
1,2,0,0,51,7338,82
0,0,1,0,49,2146,1516
0,1,1,0,30,8101,49
1,2,0,0,41,2885,40
1,1,1,0,58,149,289
0,1,0,0,27,2731,30
1,1,0,0,59,283,272
0,2,0,0,27,1075,529
2,1,1,1,33,-331,186
1,1,1,0,33,-81,339
1,1,1,0,54,497,150
1,0,0,0,46,185,226
1,1,0,0,55,964,66
0,1,1,0,35,1537,84
2,0,0,1,41,664,955
1,0,0,0,59,574,197
1,1,1,0,35,0,203
1,1,1,0,38,769,235
1,0,1,0,45,1335,88
1,1,1,0,44,264,198
1,2,0,0,41,5936,709
2,1,1,0,37,695,80
0,1,1,0,38,553,178
0,1,1,0,40,1112,104
0,0,1,0,36,-171,242
0,1,1,0,38,2600,67
0,1,1,0,41,428,92
0,1,1,0,35,433,163
1,1,1,0,28,423,245
1,2,0,0,40,158,712
1,2,0,0,52,0,306
2,2,0,0,32,2558,148
1,1,1,0,59,32,201
1,0,1,0,55,1000,178
2,1,0,0,41,0,126
0,1,1,0,27,0,35
1,0,1,0,40,-616,182
0,1,1,0,28,97,67
1,2,0,0,34,1433,170
1,1,1,1,57,49,93
1,0,0,0,55,0,139
1,1,1,0,43,-932,567
1,1,0,0,51,614,85
1,1,1,1,29,47,245
1,1,1,0,46,1975,41
0,2,0,0,27,592,667
1,2,1,0,46,946,295
1,1,1,0,35,528,61
2,2,0,0,42,826,316
0,1,1,0,36,75,485
1,2,1,0,32,514,414
1,0,1,0,40,395,232
1,2,0,0,47,999,111
0,2,1,1,32,135,67
1,0,1,0,51,2832,122
1,1,1,0,54,1223,369
0,1,1,0,33,440,250
1,1,0,1,60,1339,137
1,2,0,0,36,753,76
1,0,1,0,30,1317,395
1,1,1,1,34,0,34
1,1,1,0,47,795,42
1,1,0,0,60,13238,418
1,2,1,0,38,946,69
1,1,1,0,59,0,145
1,1,1,1,46,1045,149
0,1,0,0,38,0,102
2,1,1,0,41,270,222
1,0,0,0,57,900,169
1,2,0,0,45,1186,25
1,0,0,0,88,648,318
1,2,1,0,49,1050,924
1,1,0,0,37,637,1084
0,1,1,0,36,3551,134
1,1,1,1,37,-254,121
1,0,0,0,59,1040,733
1,2,0,0,53,1672,438
1,1,0,1,54,522,81
0,1,1,0,33,1430,74
1,1,1,0,29,76,198
1,1,1,0,34,322,10
1,1,1,0,46,190,370
1,1,1,1,35,586,96
1,1,0,0,57,11,261
1,0,1,0,45,804,528
2,0,0,0,38,0,49
0,1,1,0,38,2580,1691
1,2,1,0,38,12855,417
1,2,1,0,42,9916,306
0,1,1,0,25,1765,135
1,0,0,1,46,776,76
1,1,1,1,35,1,85
0,1,0,0,32,34,210
1,2,1,0,27,176,10
1,2,1,0,44,4968,76
0,2,1,0,31,1166,207
1,1,1,1,42,0,257
2,1,1,0,36,421,34
1,2,1,0,43,144,131
1,0,1,0,54,1319,70
1,1,1,1,50,683,129
1,2,1,1,32,944,292
1,1,1,0,53,2895,74
1,2,0,0,50,0,916
2,0,0,0,74,29080,301
1,2,1,1,55,2366,94
1,1,1,0,42,976,69
1,1,1,0,58,3867,159
1,0,1,1,43,-404,205
1,2,0,0,34,63,94
1,0,1,0,40,-388,195
1,1,1,1,38,284,1030
1,1,1,0,32,598,179
0,1,1,0,30,327,21
1,2,1,0,49,8422,166
0,1,1,0,35,5731,164
1,1,1,0,48,0,123
2,0,0,0,59,1320,522
0,1,1,0,28,455,166
1,1,0,0,55,6690,534
0,1,0,0,36,1281,119
1,1,1,0,37,215,61
1,1,1,1,56,-256,92
1,1,0,0,57,2714,106
1,2,0,0,36,369,193
0,1,1,0,25,352,156
0,1,0,0,34,524,9
1,1,0,0,58,1626,391
0,1,1,0,28,244,31
2,1,1,1,46,-1034,195
1,1,1,0,40,79,223
1,1,1,0,37,723,119
1,1,0,0,36,0,748
1,1,0,0,45,0,113
1,1,1,0,34,1464,350
1,2,0,0,36,1354,281
1,1,1,1,32,501,43
1,0,1,0,46,-35,304
0,2,0,0,44,643,324
1,1,1,0,30,24,112
1,1,1,0,36,195,380
2,0,1,0,38,2064,296
2,1,1,0,33,751,237
0,1,0,0,31,2544,229
2,2,0,0,39,0,561
1,1,1,1,46,345,86
1,1,0,1,53,137,129
0,1,1,0,34,0,112
1,0,1,0,59,1423,584
0,1,0,0,27,18,107
1,1,0,0,33,0,296
1,1,1,1,43,69,156
1,0,0,0,51,872,82
0,2,0,0,28,781,125
1,2,0,0,32,0,83
1,1,0,0,51,19,292
0,2,0,1,31,165,523
0,2,0,0,32,360,164
1,2,1,0,34,-508,282
0,1,1,0,42,382,294
1,2,0,0,36,506,217
1,1,1,0,40,311,723
1,2,0,0,40,4675,263
0,1,0,1,54,129,867
1,0,1,0,40,1136,86
0,0,1,1,28,0,380
1,0,0,0,58,2969,130
0,2,0,0,33,280,189
1,1,1,0,32,0,177
1,1,1,0,44,1324,119
1,0,1,1,35,1347,360
0,1,1,0,34,418,247
1,1,0,1,38,157,57
1,1,0,0,57,1143,69
0,2,1,1,34,-444,129
1,2,0,0,32,2213,125
0,1,0,1,25,99,207
2,1,0,0,39,70,346
1,1,1,0,35,253,452
2,1,1,0,32,3345,118
0,1,0,0,57,3277,127
1,1,0,0,43,223,200
1,1,1,0,43,1220,349
1,1,0,1,50,1580,79
0,1,1,0,25,1135,396
1,1,1,1,28,144,7
1,1,0,0,52,660,201
0,2,0,0,35,0,176
1,2,1,0,45,226,91
2,2,0,1,58,372,11
1,1,1,1,40,1386,396
0,1,0,0,32,-1,185
1,1,1,0,33,35,87
1,1,0,0,59,13718,107
1,1,0,0,42,0,458
1,0,1,0,37,1222,206
1,0,1,0,50,746,136
1,2,1,0,42,12223,36
0,1,0,0,25,125,215
2,1,0,0,52,2002,103
0,1,1,0,29,460,191
1,2,0,0,35,2161,569
1,0,0,0,60,2147,213
2,1,1,0,48,268,71
1,1,0,0,26,116,319
0,2,0,0,32,705,544
0,1,0,0,27,50,168
2,1,0,0,48,1893,538
2,2,0,0,55,1730,89
0,0,0,0,25,15,24
1,1,1,0,34,800,103
1,0,1,1,51,653,208
0,1,1,0,28,181,139
1,1,1,0,33,968,204
1,2,1,0,37,-120,77
1,2,1,0,33,663,381
1,2,0,0,45,1493,140
1,1,1,0,35,0,125
0,2,1,0,38,11971,327
0,1,0,0,31,32,190
1,1,0,0,43,-57,41
1,1,1,0,33,221,669
1,2,0,0,34,4343,85
0,2,0,0,27,2786,270
1,1,1,0,32,1539,160
0,1,0,0,39,35,242
1,0,1,0,43,1968,279
1,1,1,0,32,363,431
1,2,0,0,35,323,261
1,1,1,0,31,812,245
0,0,1,0,33,1390,192
2,2,1,0,47,477,973
2,1,1,1,60,-41,1658
1,1,0,0,59,2613,79
0,1,0,0,28,2700,337
2,0,1,0,53,146,149
1,2,1,0,34,16649,155
0,1,0,0,29,102,154
1,2,0,0,53,6,105
0,1,1,0,30,1359,298
0,2,0,0,30,35,185
0,1,0,1,45,-57,262
1,2,0,0,39,2939,608
1,1,1,0,31,2050,271
0,2,1,0,33,215,144
1,0,0,0,56,63,122
1,1,1,0,40,767,168
1,1,1,0,28,-97,129
1,1,1,0,29,97,136
1,1,0,1,37,10,162
1,2,0,0,49,1430,231
1,1,1,0,42,0,74
1,0,0,0,60,41,140
1,2,1,0,42,1767,283
1,2,1,0,33,442,463
1,2,0,0,42,233,446
0,2,1,0,33,8047,202
1,1,1,0,32,254,1720
1,2,1,0,50,557,200
1,1,0,0,31,1072,141
0,1,1,0,34,128,114
2,2,0,1,39,3575,74
1,2,0,0,38,51,39
1,1,0,0,56,1362,345
1,2,0,0,31,120,1000
0,1,1,0,30,592,353
1,0,0,0,51,605,91
1,2,0,0,46,591,50
1,1,1,0,56,510,288
0,0,1,0,25,116,253
1,2,0,0,59,2013,409
1,0,1,0,50,226,98
1,0,0,0,68,0,814
0,2,1,0,29,91,426
1,1,1,1,41,2576,296
1,1,1,1,33,67,316
0,1,0,0,50,588,649
1,2,0,0,36,361,200
1,2,0,0,83,4761,294
2,0,0,0,39,284,180
1,1,1,0,31,314,149
0,0,0,0,39,1522,164
0,2,0,0,37,1116,184
1,1,0,0,35,0,309
1,1,1,0,33,353,107
0,1,0,0,34,0,181
0,2,1,0,36,223,281
1,0,0,0,60,182,141
2,1,1,0,57,910,183
1,1,1,0,36,304,249
1,1,0,1,52,381,288
0,0,0,0,40,0,136
2,1,1,0,43,353,153
0,2,0,0,32,1068,175
0,1,0,0,31,0,157
2,1,0,1,52,48,591
0,1,1,0,33,1064,173
1,1,0,0,45,360,113
0,2,1,0,29,985,396
0,0,1,1,23,-627,115
1,1,0,1,45,434,180
1,2,0,0,34,23,289
1,0,1,0,51,2,295
1,1,0,0,46,3,153
1,1,1,1,36,29,345
1,1,1,0,34,-353,122
0,2,1,1,28,183,62
1,0,0,0,58,358,396
1,0,1,0,47,490,55
1,1,0,0,39,323,874
1,0,0,0,48,147,158
1,2,0,0,52,732,48
2,1,1,0,38,19,1130
0,1,0,1,25,5,84
1,1,0,0,55,0,336
1,1,1,0,37,183,112
1,2,0,0,34,101,472
0,2,0,0,31,4129,105
1,1,1,0,56,203,335
1,1,0,0,53,1027,102
1,1,1,0,52,32,144
1,0,0,0,77,680,341
1,1,1,1,54,153,74
1,2,1,0,29,1366,90
1,1,1,0,33,359,210
1,1,1,0,31,24,631
1,1,1,0,49,1269,355
0,2,1,0,33,62,473
1,1,0,1,46,700,136
1,1,0,1,35,162,675
1,1,1,1,39,660,180
0,1,1,0,33,287,97
1,2,1,0,58,2142,41
2,2,1,0,75,3810,262
0,1,1,0,26,0,82
2,2,0,0,41,1757,515
1,2,0,1,59,96,55
1,1,1,0,40,306,184
1,0,1,0,57,785,169
1,1,1,0,50,0,214
1,1,0,0,34,703,282
1,1,1,0,32,580,8
0,1,1,0,26,598,401
2,1,0,0,51,292,146
1,1,1,0,40,475,332
0,2,1,0,33,34,27
1,1,1,1,27,0,190
1,2,1,0,48,1949,683
1,2,1,0,48,308,125
0,1,1,0,32,118,216
0,2,0,1,33,1097,308
0,1,1,0,30,1027,136
1,1,1,0,41,3126,222
0,1,0,0,59,3237,100
0,1,1,0,27,1511,74
2,1,0,0,38,157,299
1,2,1,0,53,-601,509
1,1,1,0,32,1996,271
0,0,1,0,30,0,1329
1,1,0,0,50,3654,215
0,0,0,0,61,50,465
1,1,0,1,34,932,148
2,1,0,1,40,-81,186
1,1,0,0,29,-193,126
0,0,0,0,33,611,390
0,2,1,1,53,-167,289
1,1,0,0,55,1358,149
2,0,0,0,84,1680,113
2,1,0,0,57,753,730
1,2,1,1,30,126,75
1,0,0,0,43,9304,362
1,0,1,0,51,230,673
1,1,1,0,35,2791,45
2,2,0,1,53,5187,560
0,1,0,1,27,-266,162
1,1,0,0,63,641,417
2,1,1,0,45,644,633
1,1,1,1,49,486,43
1,0,1,0,42,1343,404
0,1,1,0,53,-165,89
1,2,0,0,33,158,169
1,2,0,0,30,-750,208
1,1,0,0,71,1998,201
0,1,1,0,48,44,153
1,1,0,0,54,21,439
2,2,1,0,37,443,240
1,1,0,0,38,99,191
1,0,0,0,43,56,365
0,1,1,0,38,4723,187
1,1,1,1,50,-353,162
0,1,1,0,30,105,75
1,1,1,1,46,31,302
2,1,1,0,41,-333,118
1,0,0,1,56,966,68
1,1,1,0,28,1958,196
1,0,1,0,46,346,402
1,1,0,1,43,282,48
1,1,1,0,51,-238,63
1,1,1,0,35,372,230
1,1,1,1,39,0,83
0,1,1,0,44,0,198
0,2,0,0,46,625,107
1,0,1,0,33,142,87
1,0,1,0,49,4830,350
1,1,1,0,44,1310,290
0,2,1,0,30,985,304
1,1,1,1,35,274,205
0,1,1,0,35,12961,272
1,0,0,0,43,1518,94
1,1,0,1,35,629,518
0,1,1,0,42,1022,146
1,1,0,0,46,979,34
1,1,1,0,58,25,132
1,2,0,0,48,363,67
1,2,1,0,37,1689,645
1,2,0,0,30,1019,155
0,1,1,0,32,678,1579
1,1,1,1,29,15,432
0,1,1,1,48,479,533
1,1,1,0,40,1938,228
1,0,1,1,48,1375,73
0,1,0,0,32,708,109
1,1,0,0,60,1361,161
1,0,0,0,45,3512,96
2,0,1,0,37,0,77
1,0,1,0,44,-171,441
1,1,0,0,60,597,981
1,2,1,0,58,0,265
0,1,1,0,40,90,252
1,1,0,0,77,2123,141
1,1,1,1,51,-355,122
0,2,1,0,51,417,18
1,1,1,0,33,1521,222
1,2,0,0,42,3530,33
1,0,0,0,55,1537,359
1,0,1,0,41,164,150
0,1,1,0,46,57,194
1,0,0,0,35,3285,1555
2,1,0,1,58,543,264
1,1,0,1,59,2768,94
1,2,1,1,52,1135,514
2,2,0,0,39,1415,134
0,2,0,0,27,168,123
0,2,0,0,23,113,266
1,1,0,0,49,55,112
1,1,1,0,33,1423,333
1,0,0,0,80,1021,37
0,0,1,1,30,0,686
0,1,1,0,32,10218,149
1,2,0,0,41,298,63
0,2,1,0,54,0,68
2,1,1,0,34,176,67
1,0,0,0,31,1601,615
1,0,0,0,62,276,80
2,1,1,0,55,1613,296
1,1,1,0,33,23,173
1,1,1,0,42,1134,424
1,1,1,0,40,471,430
1,1,1,0,37,474,85
1,1,1,1,34,774,163
2,2,0,1,50,-300,692
1,1,0,0,64,4787,501
0,1,1,1,32,1036,62
1,1,1,1,36,0,201
2,1,0,0,42,1450,394
1,0,0,1,42,692,207
1,0,0,0,51,108,278
1,1,1,0,56,95,428
0,1,0,0,49,1245,115
1,2,0,0,41,27696,147
0,1,1,0,27,3776,217
1,1,0,0,38,4321,252
1,2,1,0,59,2260,303
0,2,0,0,31,8460,68
0,1,1,0,32,772,697
0,2,0,0,31,0,120
2,0,1,0,50,34,160
0,1,0,0,26,4751,231
0,1,0,0,22,10971,181
2,0,0,0,79,1910,98
0,2,0,0,30,940,131
1,0,0,1,52,336,381
1,1,1,1,35,-706,44
1,0,1,0,60,6307,362
1,1,0,0,48,1559,130
1,1,1,0,35,1053,25
1,1,0,0,33,5083,161
1,1,1,1,34,326,150
1,2,0,0,39,3,12
1,1,1,0,31,0,133
1,2,0,0,54,1258,153
0,1,0,0,59,4744,879
0,1,1,0,34,550,90
1,1,0,0,41,1165,69
0,1,0,0,34,16,990
0,1,0,0,27,1301,817
0,2,0,0,30,1081,377
0,2,0,1,34,625,34
2,2,1,0,42,1775,276
1,0,0,1,46,1374,22
